127.0.0.1 - - [20/Oct/2023:08:18:05 +0800] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [20/Oct/2023:08:36:53 +0800] "GET /portal/resources/plugins/tempusdominus-bootstrap-4/js/tempusdominus-bootstrap-4.min.js HTTP/1.1" 200 61588
0:0:0:0:0:0:0:1 - - [20/Oct/2023:08:36:53 +0800] "GET /portal/resources/plugins/summernote/summernote-bs4.min.js HTTP/1.1" 200 153030
0:0:0:0:0:0:0:1 - - [20/Oct/2023:08:36:53 +0800] "GET /portal/resources/plugins/overlayScrollbars/js/jquery.overlayScrollbars.min.js HTTP/1.1" 200 42602
0:0:0:0:0:0:0:1 - - [20/Oct/2023:08:36:53 +0800] "GET /portal/resources/plugins/toastr/toastr.min.js HTTP/1.1" 200 5251
0:0:0:0:0:0:0:1 - - [20/Oct/2023:08:36:53 +0800] "GET /portal/resources/plugins/datatables/jquery.dataTables.min.js HTTP/1.1" 200 87956
0:0:0:0:0:0:0:1 - - [20/Oct/2023:08:36:53 +0800] "GET /portal/resources/plugins/datatables-responsive/js/dataTables.responsive.min.js HTTP/1.1" 200 16849
0:0:0:0:0:0:0:1 - - [20/Oct/2023:08:36:53 +0800] "GET /portal/resources/plugins/datatables-responsive/js/responsive.bootstrap4.min.js HTTP/1.1" 200 3661
0:0:0:0:0:0:0:1 - - [20/Oct/2023:08:36:53 +0800] "GET /portal/resources/plugins/datatables-buttons/js/dataTables.buttons.min.js HTTP/1.1" 200 25183
0:0:0:0:0:0:0:1 - - [20/Oct/2023:08:36:53 +0800] "GET /portal/resources/plugins/datatables-bs4/js/dataTables.bootstrap4.min.js HTTP/1.1" 200 4520
0:0:0:0:0:0:0:1 - - [20/Oct/2023:08:36:53 +0800] "GET /portal/resources/plugins/datatables-buttons/js/buttons.html5.min.js HTTP/1.1" 200 25103
0:0:0:0:0:0:0:1 - - [20/Oct/2023:08:36:53 +0800] "GET /portal/resources/plugins/datatables-buttons/js/buttons.bootstrap4.min.js HTTP/1.1" 200 1443
0:0:0:0:0:0:0:1 - - [20/Oct/2023:08:36:53 +0800] "GET /portal/resources/plugins/pdfmake/vfs_fonts.js HTTP/1.1" 200 812001
0:0:0:0:0:0:0:1 - - [20/Oct/2023:08:36:53 +0800] "GET /portal/resources/dist/img/AdminLTELogo.jpg HTTP/1.1" 200 668932
0:0:0:0:0:0:0:1 - - [20/Oct/2023:08:36:53 +0800] "GET /portal/resources/plugins/jszip/jszip.min.js HTTP/1.1" 200 95778
0:0:0:0:0:0:0:1 - - [20/Oct/2023:08:36:53 +0800] "GET /portal/resources/plugins/pdfmake/pdfmake.min.js HTTP/1.1" 200 1348857
0:0:0:0:0:0:0:1 - - [20/Oct/2023:08:36:53 +0800] "GET /portal/resources/plugins/datatables-buttons/js/buttons.print.min.js HTTP/1.1" 200 2514
0:0:0:0:0:0:0:1 - - [20/Oct/2023:08:36:53 +0800] "GET /portal/resources/plugins/datatables-buttons/js/buttons.colVis.min.js HTTP/1.1" 200 3198
0:0:0:0:0:0:0:1 - - [20/Oct/2023:08:36:53 +0800] "GET /portal/resources/plugins/fontawesome-free/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 78268
0:0:0:0:0:0:0:1 - - [20/Oct/2023:08:36:54 +0800] "GET /portal/fundclient/HistorySearch?start=1697675813&end=1697762213 HTTP/1.1" 200 35506
0:0:0:0:0:0:0:1 - - [20/Oct/2023:08:36:54 +0800] "GET /portal/fundclient/HistorySearch?start=1697157414&end=1697762214 HTTP/1.1" 200 293117
0:0:0:0:0:0:0:1 - - [20/Oct/2023:08:36:55 +0800] "GET /portal/fundclient/HistorySearch?start=1695170214&end=1697762214 HTTP/1.1" 200 2308197
0:0:0:0:0:0:0:1 - - [20/Oct/2023:08:36:56 +0800] "GET /portal/fundclient/HistorySearch?start=833762215&end=1697762215 HTTP/1.1" 200 2308197
0:0:0:0:0:0:0:1 - - [20/Oct/2023:08:36:56 +0800] "GET /portal/resources/dist/img/AdminLTELogo.jpg HTTP/1.1" 200 668932
0:0:0:0:0:0:0:1 - - [20/Oct/2023:08:36:56 +0800] "GET /portal/resources/dist/img/AdminLTELogo.jpg HTTP/1.1" 200 668932
